#{"t_start": 1774405746.7420816, "env_id": "None"}
r,l,t
-100.0,100,858.303218
-100.0,100,860.354387
-100.0,100,862.320594
-100.0,100,864.289244
-100.0,100,866.386276
-100.0,100,868.547459
-100.0,100,870.699109
-100.0,100,872.850954
-100.0,100,875.011946
-100.0,100,877.170712
-100.0,100,879.305298
-100.0,100,881.469808
-100.0,100,883.622538
-100.0,100,885.778113
-100.0,100,887.859947
-100.0,100,889.952614
-100.0,100,892.062328
-100.0,100,894.163833
-100.0,100,896.30304
-100.0,100,898.476096
-100.0,100,900.592735
-100.0,100,902.741768
-100.0,100,904.899171
-100.0,100,907.051758
-100.0,100,909.171176
-100.0,100,911.329358
-100.0,100,913.475751
-100.0,100,915.650712
-100.0,100,917.787591
-100.0,100,919.941637
-100.0,100,922.056056
-100.0,100,924.046276
-100.0,100,925.687183
-100.0,100,927.213935
-100.0,100,928.892854
-100.0,100,930.98304
-100.0,100,933.140996
-100.0,100,934.798535
-100.0,100,936.685791
-100.0,100,938.733242
-100.0,100,940.360518
-100.0,100,941.822222
-100.0,100,943.374195
-100.0,100,945.099267
-100.0,100,947.223739
-100.0,100,949.359687
-100.0,100,951.494167
-100.0,100,953.658572
-100.0,100,955.784282
-100.0,100,957.93772
-100.0,100,960.0422
-100.0,100,962.16331
-100.0,100,964.035051
-100.0,100,976.619215
-100.0,100,978.747354
-100.0,100,980.893613
-100.0,100,983.031722
-100.0,100,985.156379
-100.0,100,987.470843
-100.0,100,989.544089
-100.0,100,991.62048
-100.0,100,993.714628
-100.0,100,996.2935
-100.0,100,998.883625
-100.0,100,1001.01537
-100.0,100,1003.109581
-100.0,100,1005.23497
-100.0,100,1007.376179
-100.0,100,1009.869923
-100.0,100,1012.004367
-100.0,100,1013.670976
-100.0,100,1015.545976
-100.0,100,1017.434297
-100.0,100,1019.313039
-100.0,100,1021.211083
-100.0,100,1023.048945
-100.0,100,1024.932547
-100.0,100,1026.811273
-100.0,100,1028.705647
-100.0,100,1030.636426
-100.0,100,1032.673865
-100.0,100,1035.279776
-100.0,100,1037.847532
-100.0,100,1040.52975
-100.0,100,1043.258356
-100.0,100,1045.364333
-100.0,100,1046.642764
-100.0,100,1047.825117
-100.0,100,1049.073596
-100.0,100,1050.595411
-100.0,100,1052.120904
-100.0,100,1053.707998
-100.0,100,1055.31179
-100.0,100,1056.928198
-100.0,100,1058.518975
-100.0,100,1060.095601
-100.0,100,1061.692036
-100.0,100,1063.288389
-100.0,100,1064.8878
-100.0,100,1066.465367
-100.0,100,1068.062339
-100.0,100,1069.673573
-100.0,100,1071.32259
-100.0,100,1072.586987
-100.0,100,1073.785474
-100.0,100,1074.991069
-100.0,100,1076.1839
-100.0,100,1077.363757
-100.0,100,1078.544472
-100.0,100,1080.149339
-100.0,100,1082.306732
-100.0,100,1083.976953
-100.0,100,1085.167257
-100.0,100,1086.345179
-100.0,100,1087.523038
-100.0,100,1088.701073
-100.0,100,1089.884346
-100.0,100,1091.077744
-100.0,100,1092.265208
-100.0,100,1093.458527
-100.0,100,1094.652212
-100.0,100,1095.803923
-100.0,100,1096.881353
-100.0,100,1097.95688
-100.0,100,1099.035742
-100.0,100,1100.118915
-100.0,100,1101.200479
-100.0,100,1102.281032
-100.0,100,1103.355254
-100.0,100,1104.446386
-100.0,100,1105.634796
-100.0,100,1106.809509
-100.0,100,1107.983943
-100.0,100,1109.172924
-100.0,100,1110.361921
-100.0,100,1111.534209
-100.0,100,1112.698519
-100.0,100,1114.63278
-100.0,100,1116.712458
-100.0,100,1118.835526
-100.0,100,1120.946306
-100.0,100,1122.998399
-100.0,100,1124.247532
-100.0,100,1125.428188
-100.0,100,1126.596108
-100.0,100,1127.754131
-100.0,100,1128.921346
-100.0,100,1130.105814
-100.0,100,1131.29247
-100.0,100,1132.493586
-100.0,100,1133.678471
-100.0,100,1134.872461
-100.0,100,1136.032666
-100.0,100,1147.678686
-100.0,100,1148.860229
-100.0,100,1150.006278
-100.0,100,1151.683977
-100.0,100,1153.456797
-100.0,100,1155.493854
-100.0,100,1157.579507
-100.0,100,1159.869399
-100.0,100,1162.078904
-100.0,100,1164.275919
-100.0,100,1166.317608
-100.0,100,1168.385578
-100.0,100,1169.643238
-100.0,100,1170.818923
-100.0,100,1171.98728
-100.0,100,1173.162266
-100.0,100,1174.342634
-100.0,100,1175.511911
-100.0,100,1176.671264
-100.0,100,1177.845861
-100.0,100,1179.035136
-100.0,100,1180.514145
-100.0,100,1181.679362
-100.0,100,1182.857382
-100.0,100,1184.028894
-100.0,100,1185.208898
-100.0,100,1186.386257
-100.0,100,1187.560118
-100.0,100,1188.746176
-100.0,100,1189.919066
-100.0,100,1191.094721
-100.0,100,1192.290538
-100.0,100,1193.461797
-100.0,100,1194.640764
-100.0,100,1196.276422
-100.0,100,1198.021765
-100.0,100,1199.200686
-100.0,100,1200.373679
-100.0,100,1201.527442
-100.0,100,1202.679545
-100.0,100,1203.857026
-100.0,100,1205.036894
-100.0,100,1206.135333
-100.0,100,1207.210263
-100.0,100,1208.281753
-100.0,100,1209.354542
-100.0,100,1210.825122
-100.0,100,1212.038129
-100.0,100,1214.256693
-100.0,100,1216.50709
-100.0,100,1217.888155
-100.0,100,1219.004123
-100.0,100,1220.133863
-100.0,100,1221.495121
-100.0,100,1223.468848
-100.0,100,1225.786013
-100.0,100,1228.301008
-100.0,100,1230.543307
-100.0,100,1232.783495
-100.0,100,1234.871333
-100.0,100,1236.176484
-100.0,100,1237.487612
-100.0,100,1239.778946
-100.0,100,1241.173566
-100.0,100,1242.376157
-100.0,100,1243.581545
-100.0,100,1245.586294
-100.0,100,1248.14136
-100.0,100,1250.732358
-100.0,100,1253.316074
-100.0,100,1255.857462
-100.0,100,1258.437424
-100.0,100,1260.992267
-100.0,100,1263.275995
-100.0,100,1265.414663
-100.0,100,1267.534971
-100.0,100,1269.655104
-100.0,100,1271.775938
-100.0,100,1273.920845
-100.0,100,1276.071455
-99.0,100,1278.216366
-100.0,100,1280.360524
-100.0,100,1282.502641
-100.0,100,1284.632113
-100.0,100,1286.655347
-100.0,100,1288.485094
-100.0,100,1290.328517
-100.0,100,1292.21139
-100.0,100,1294.427832
-100.0,100,1296.292734
-100.0,100,1298.057352
-100.0,100,1299.838269
-100.0,100,1301.891936
-100.0,100,1303.72546
-100.0,100,1305.519791
-100.0,100,1307.334101
-100.0,100,1309.132793
-100.0,100,1310.920658
-100.0,100,1312.720192
-100.0,100,1314.557589
-100.0,100,1326.097337
-100.0,100,1327.979435
-100.0,100,1329.776463
-100.0,100,1331.463393
-100.0,100,1333.176936
-100.0,100,1334.898898
-100.0,100,1336.71686
-100.0,100,1338.529821
-100.0,100,1340.332898
-100.0,100,1342.15345
-100.0,100,1343.997458
-99.0,100,1345.930233
-100.0,100,1348.080974
-100.0,100,1350.240878
-100.0,100,1352.391529
-100.0,100,1354.531142
-100.0,100,1356.685271
-100.0,100,1358.800696
-100.0,100,1360.950202
-100.0,100,1363.083347
-100.0,100,1365.193173
-100.0,100,1367.299083
-100.0,100,1369.280941
-100.0,100,1371.083166
-100.0,100,1372.913799
-100.0,100,1374.763973
-100.0,100,1376.657336
-100.0,100,1378.561702
-100.0,100,1380.414521
-100.0,100,1382.201836
-100.0,100,1384.315071
-100.0,100,1386.365703
-100.0,100,1388.030555
-100.0,100,1389.660553
-100.0,100,1391.294169
-100.0,100,1393.089088
-100.0,100,1395.103513
-100.0,100,1397.170806
-100.0,100,1399.175229
-100.0,100,1401.190485
-100.0,100,1403.30746
-100.0,100,1405.35565
-100.0,100,1407.420085
-100.0,100,1409.438605
-100.0,100,1411.448019
-100.0,100,1413.50694
-100.0,100,1415.620445
-100.0,100,1417.744093
-100.0,100,1419.792798
-100.0,100,1421.804013
-100.0,100,1423.796092
-100.0,100,1425.663269
-100.0,100,1427.740855
-100.0,100,1429.844723
-100.0,100,1431.868958
-100.0,100,1433.939327
-100.0,100,1436.005445
-100.0,100,1438.161691
-100.0,100,1440.284128
-100.0,100,1442.294402
-100.0,100,1444.179504
-100.0,100,1446.012361
-100.0,100,1447.931557
-100.0,100,1449.7536
-100.0,100,1451.594764
-100.0,100,1453.4307
-100.0,100,1455.245986
-100.0,100,1457.106329
-100.0,100,1458.934367
-100.0,100,1460.816479
-100.0,100,1462.648028
-100.0,100,1464.478413
-100.0,100,1466.30115
-100.0,100,1468.097212
-100.0,100,1469.959503
-100.0,100,1471.606174
-100.0,100,1473.159206
-100.0,100,1474.690591
-100.0,100,1476.229109
-100.0,100,1477.75591
-100.0,100,1479.303138
